date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2022-03-19 16:21:00,0.49,0.5,0.5,0.48720518,0.5018537,0.78000003,0.24999999,0.23,0.22,0.18495882,0.22,0.22999999,0.23000002,0.21107337,0.22999999,0.20187022,0.20045796,0.23
2022-03-19 16:22:00,0.48,0.5,0.5,0.4851005,0.5014127,0.78000003,0.24,0.24999999,0.21000001,0.17548695,0.22,0.22,0.22,0.19571894,0.22,0.19875275,0.19994733,0.23
2022-03-19 16:23:00,0.48,0.5,0.5,0.48594624,0.5000013,0.79,0.21,0.23,0.21000001,0.16281152,0.21000001,0.20999998,0.21000001,0.1852149,0.21000001,0.18539725,0.18943799,0.21
2022-03-19 16:24:00,0.49,0.5,0.5,0.4916761,0.5001475,0.8,0.21999998,0.23,0.21000001,0.17262009,0.20000002,0.20000002,0.20000002,0.1949423,0.19999999,0.18283273,0.1898039,0.2
2022-03-19 16:25:00,0.48,0.5,0.5,0.4957437,0.5004133,0.8,0.2,0.19942544,0.21000001,0.16449481,0.20000002,0.20000002,0.20000002,0.18652338,0.19999999,0.18658422,0.19999999,0.2
2022-03-19 16:26:00,0.48,0.5,0.5,0.49503112,0.5002144,0.8,0.21,0.19850229,0.21000001,0.16250744,0.19,0.20000002,0.20000002,0.1847668,0.19999999,0.18665917,0.19999999,0.2
2022-03-19 16:27:00,0.47,0.5,0.5,0.497864,0.49953747,0.81,0.17999999,0.20187657,0.21000001,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19999999,0.19000001
2022-03-19 16:28:00,0.49,0.5,0.5,0.5023985,0.5000129,0.82,0.16000001,0.18393208,0.21000001,0.18,0.18,0.18,0.18,0.18,0.18,0.17999999,0.19,0.17999999
2022-03-19 16:29:00,0.5,0.5,0.5,0.5037247,0.5006115,0.82,0.14999999,0.18232314,0.21000001,0.16999999,0.18,0.18,0.18,0.18,0.18,0.17999999,0.17999998,0.17
2022-03-19 16:30:00,0.5,0.5,0.5,0.49,0.5009196,0.82,0.17999999,0.18536301,0.21000001,0.16999999,0.17000002,0.18,0.18,0.18,0.18,0.17,0.17999998,0.17
2022-03-19 16:31:00,0.5,0.5,0.5,0.49,0.47,0.81701624,0.14999999,0.17402129,0.21000001,0.16999999,0.17000002,0.16999999,0.16999999,0.16999999,0.16999999,0.17999999,0.17999998,0.16000001
2022-03-19 16:32:00,0.49,0.5,0.5,0.49,0.47,0.8334085,0.12,0.16573457,0.21000001,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16999999,0.16000001
2022-03-19 16:33:00,0.49,0.5,0.5,0.49,0.47,0.83024067,0.12999998,0.16827337,0.21000001,0.16,0.16,0.16999999,0.16999999,0.16999999,0.16,0.17,0.16999999,0.16000001
2022-03-19 16:34:00,0.48,0.5,0.5,0.49,0.47,0.8433375,0.14999999,0.16135018,0.21000001,0.16,0.16,0.16,0.13797829,0.16,0.16,0.17,0.16999999,0.14999999
2022-03-19 16:35:00,0.5,0.5,0.5,0.49,0.5,0.8368843,0.10000002,0.18999998,0.21000001,0.14999998,0.15,0.16,0.14358556,0.16,0.15,0.16000001,0.16999999,0.14999999
2022-03-19 16:36:00,0.5,0.5,0.5,0.49,0.5,0.8394356,0.12,0.17999999,0.21000001,0.14999998,0.15,0.16,0.1440934,0.16,0.15,0.16000001,0.16999999,0.14999999
2022-03-19 16:37:00,0.49,0.5,0.5,0.49,0.47,0.8441217,0.05999999,0.17,0.21000001,0.14999998,0.15,0.15,0.13744175,0.14999998,0.15,0.14999999,0.16,0.14
2022-03-19 16:38:00,0.49,0.5,0.5,0.49,0.47,0.8434734,0.080000006,0.17,0.21000001,0.14999998,0.15,0.15,0.13846737,0.14999998,0.15,0.14999999,0.16,0.14
2022-03-19 16:39:00,0.49,0.5,0.5,0.56,0.5,0.857273,0.080000006,0.17999999,0.19,0.13999999,0.14000002,0.13999999,0.13195518,0.14000002,0.14000002,0.14999999,0.16,0.14
2022-03-19 16:40:00,0.49,0.5,0.5,0.49,0.47,0.84886336,0.05999999,0.17,0.19999999,0.13999999,0.14000002,0.13999999,0.12460348,0.14000002,0.14000002,0.14999999,0.15953302,0.13000001
2022-03-19 16:41:00,0.48,0.5,0.5,0.49,0.47,0.8572578,0.080000006,0.17,0.19999999,0.13999999,0.14000002,0.13999999,0.12481618,0.14000002,0.14000002,0.14999999,0.16045731,0.13000001
2022-03-19 16:42:00,0.5,0.5,0.5,0.49,0.5,0.8476109,0.070000015,0.14999999,0.19999999,0.13999999,0.14000002,0.13999999,0.124685794,0.14000002,0.14000002,0.14,0.15457454,0.13000001
2022-03-19 16:43:00,0.5,0.5,0.5,0.49,0.5,0.8503294,0.05,0.17,0.19,0.13999999,0.13,0.13999999,0.11982611,0.14000002,0.13,0.14,0.1507527,0.11999998
2022-03-19 16:44:00,0.49,0.5,0.5,0.49,0.5,0.86112714,0.070000015,0.16000001,0.18,0.13999999,0.13,0.13999999,0.11993882,0.14000002,0.13,0.14,0.1483362,0.11999998
2022-03-19 16:45:00,0.48,0.5,0.5,0.49,0.5,0.85,0.04000001,0.16000001,0.19,0.13,0.13,0.13,0.12494457,0.13,0.13,0.14,0.14720663,0.11999998
2022-03-19 16:46:00,0.48,0.5,0.5,0.52,0.47,0.8698224,0.05,0.17,0.19,0.13999999,0.13,0.11845207,0.12010589,0.14000002,0.13,0.14,0.15307182,0.11999998
2022-03-19 16:47:00,0.5,0.5,0.5,0.49,0.47,0.84264195,0.27857736,0.16000001,0.18,0.13,0.13,0.14772537,0.13374808,0.13,0.13,0.14,0.16124028,0.11999998
2022-03-19 16:48:00,0.5,0.5,0.5,0.49,0.47,0.83868235,0.2850346,0.16000001,0.17000002,0.13,0.13,0.1521591,0.13634574,0.13,0.119999975,0.12999998,0.1635902,0.11999998
2022-03-19 16:49:00,0.49,0.5,0.5,0.49,0.47,0.852598,0.27295652,0.14999999,0.18,0.13,0.13,0.15056288,0.13000003,0.13,0.13,0.12999998,0.15401217,0.11999998
2022-03-19 16:50:00,0.49,0.5,0.5,0.49,0.47,0.85326165,0.070000015,0.17,0.18,0.13,0.13,0.13985604,0.13000003,0.13,0.14973241,0.12999998,0.13808852,0.11999998
2022-03-19 16:51:00,0.48,0.5,0.5,0.49,0.5,0.86948144,0.04000001,0.14999999,0.17000002,0.13,0.120000005,0.13413906,0.13000003,0.13,0.14632824,0.12999998,0.13107425,0.10999999
2022-03-19 16:52:00,0.49,0.5,0.5,0.49,0.47,0.8548526,0.04000001,0.14999999,0.17000002,0.13,0.13,0.13789564,0.13000003,0.13,0.14680314,0.12999998,0.13644692,0.10999999
2022-03-19 16:53:00,0.49,0.5,0.5,0.49,0.5,0.8604218,0.05999999,0.14999999,0.18,0.13,0.13,0.14020395,0.13000003,0.13,0.15940961,0.12999998,0.13311437,0.10999999
2022-03-19 16:54:00,0.48,0.5,0.5,0.49,0.5,0.86965483,0.05,0.14999999,0.17000002,0.13,0.13,0.13380158,0.13000003,0.13,0.14684585,0.12999998,0.13174653,0.10999999
2022-03-19 16:55:00,0.48,0.5,0.5,0.49,0.5,0.88097686,0.070000015,0.16000001,0.16,0.13,0.120000005,0.12357503,0.13000003,0.13,0.119999975,0.11673699,0.13272762,0.10999999
2022-03-19 16:56:00,0.49,0.5,0.5,0.49,0.5,0.87351227,0.04000001,0.16000001,0.18,0.13,0.13,0.1273,0.13000003,0.13,0.119999975,0.11495857,0.13252851,0.10999999
2022-03-19 16:57:00,0.49,0.5,0.5,0.49,0.47,0.8703146,0.04000001,0.16000001,0.17000002,0.13,0.120000005,0.12975028,0.13000003,0.120000005,0.119999975,0.12126522,0.13999999,0.10999999
2022-03-19 16:58:00,0.48,0.5,0.5,0.49,0.5,0.87972635,0.080000006,0.14999999,0.18220359,0.13,0.13,0.1320053,0.13000003,0.13,0.13,0.12918667,0.14999998,0.11999998
2022-03-19 16:59:00,0.48,0.5,0.5,0.49991062,0.47,0.8767407,0.05999999,0.16000001,0.17000002,0.13,0.13,0.12926072,0.13000003,0.13,0.119999975,0.12213205,0.14999998,0.11999998
2022-03-19 17:00:00,0.48,0.5,0.5,0.5013925,0.5,0.8759131,0.070000015,0.17,0.18,0.13999999,0.13,0.14082235,0.14000002,0.13,0.13,0.1350175,0.14999998,0.11999998
2022-03-19 17:01:00,0.48,0.5,0.5,0.5012448,0.47,0.8659994,0.080000006,0.17,0.18,0.13999999,0.13,0.13,0.14000002,0.13,0.13,0.12481062,0.14999998,0.11999998
2022-03-19 17:02:00,0.48,0.5,0.5,0.49325174,0.54,0.85806656,0.11000001,0.17,0.18,0.13999999,0.14000002,0.13999999,0.14000002,0.14000002,0.14000002,0.16246866,0.14999998,0.11999998
2022-03-19 17:03:00,0.48,0.5,0.5,0.49,0.47,0.8586598,0.10000002,0.17999999,0.19,0.13999999,0.14000002,0.13999999,0.14000002,0.14000002,0.14000002,0.13383351,0.14999998,0.13000001
2022-03-19 17:04:00,0.48,0.5,0.5,0.49,0.5,0.8608091,0.12999998,0.17,0.19999999,0.14999998,0.14000002,0.13999999,0.15,0.14000002,0.14000002,0.145631,0.16,0.13000001
2022-03-19 17:05:00,0.49336147,0.5,0.5,0.49,0.47,0.84000003,0.14,0.18999998,0.21000001,0.14999998,0.15,0.15,0.15,0.14999998,0.15,0.14341168,0.16,0.14
2022-03-19 17:06:00,0.49339354,0.5,0.5,0.49,0.5,0.84000003,0.14999999,0.17999999,0.18412817,0.14999998,0.15,0.15,0.15,0.14999998,0.15,0.16000001,0.16,0.14
2022-03-19 17:07:00,0.49137366,0.5,0.5,0.49,0.47,0.84000003,0.14,0.17,0.18419755,0.16,0.16,0.16,0.16,0.16,0.15,0.17,0.16999999,0.14999999
2022-03-19 17:08:00,0.4949361,0.5,0.5,0.49,0.5,0.83,0.14999999,0.17999999,0.19378918,0.16999999,0.17000002,0.16999999,0.16999999,0.16999999,0.16999999,0.17,0.16999999,0.16000001
2022-03-19 17:09:00,0.49364883,0.5,0.5,0.49,0.47,0.82,0.19000001,0.17,0.18921402,0.16999999,0.17000002,0.16999999,0.16999999,0.16999999,0.16999999,0.17999999,0.17999998,0.16000001
2022-03-19 17:10:00,0.49485645,0.5,0.5,0.49,0.47,0.82,0.21,0.2,0.1938521,0.18,0.18,0.18,0.18,0.18,0.18,0.17999999,0.19,0.17
2022-03-19 17:11:00,0.49713954,0.5,0.5,0.49,0.5,0.81,0.23,0.21,0.204519,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.17999999
2022-03-19 17:12:00,0.49853393,0.5,0.5,0.49,0.5,0.8,0.23,0.21999998,0.20899203,0.19999999,0.20000002,0.20000002,0.20000002,0.19999999,0.19999999,0.2,0.19999999,0.19000001
2022-03-19 17:13:00,0.49852344,0.5,0.5,0.49,0.47,0.8,0.24,0.21999998,0.21050757,0.20999998,0.21000001,0.20999998,0.21000001,0.20999998,0.21000001,0.21000002,0.21000001,0.2
2022-03-19 17:14:00,0.5017024,0.5,0.5,0.49,0.47,0.783713,0.31,0.21999998,0.22073391,0.22,0.22,0.22,0.22,0.22,0.22,0.21999998,0.22,0.21
2022-03-19 17:15:00,0.50294065,0.5,0.5,0.49,0.5,0.7899618,0.29000002,0.23,0.22992352,0.22999999,0.22,0.22,0.22,0.22,0.22,0.21999998,0.22,0.22000001
2022-03-19 17:16:00,0.5044443,0.5,0.5,0.49,0.47,0.7657776,0.33469093,0.24999999,0.2178916,0.24000001,0.24000001,0.24000001,0.23999998,0.24000001,0.24000001,0.24,0.22999999,0.24
2022-03-19 17:17:00,0.5062378,0.5,0.5,0.49,0.5,0.7576156,0.33513746,0.24007653,0.23409134,0.25,0.25,0.25,0.25,0.24813685,0.25,0.25000003,0.24000001,0.24
2022-03-19 17:18:00,0.5024034,0.5,0.5,0.49,0.63,0.6908296,0.32,0.3563581,0.33920038,0.26,0.26,0.26000002,0.26,0.33725777,0.26,0.26,0.25,0.26
2022-03-19 17:19:00,0.5053873,0.5,0.5,0.49,0.5,0.74,0.37,0.27657256,0.261852,0.27,0.27,0.27,0.27,0.2856109,0.26999998,0.27,0.26000002,0.26999998
2022-03-19 17:20:00,0.5058418,0.5,0.5,0.49,0.5,0.74,0.35,0.2730639,0.26684707,0.28,0.28,0.28,0.25379625,0.28200784,0.28,0.27,0.27,0.28
2022-03-19 17:21:00,0.5064424,0.5,0.5,0.49,0.47,0.72,0.4,0.28137848,0.27350947,0.29999998,0.3,0.29,0.26908845,0.2980512,0.29000002,0.29000002,0.28,0.29
2022-03-19 17:22:00,0.508094,0.5,0.5,0.56,0.47,0.71,0.41,0.2894579,0.29514626,0.31,0.31,0.3,0.26880702,0.27888632,0.3,0.3,0.29,0.31
2022-03-19 17:23:00,0.50401145,0.5,0.5,0.49,0.5,0.7,0.43,0.29534867,0.27,0.32,0.32000002,0.31,0.3001536,0.31495848,0.32,0.31,0.3,0.32
2022-03-19 17:24:00,0.5055822,0.5,0.5,0.49,0.5,0.69,0.42,0.3128996,0.29,0.34,0.34,0.33,0.32002404,0.33626074,0.34,0.33,0.32000002,0.34
2022-03-19 17:25:00,0.5062749,0.5,0.5,0.49,0.47,0.68,0.43,0.30661944,0.27999997,0.34,0.34,0.34,0.31700704,0.34458688,0.34,0.32000002,0.32000002,0.34
2022-03-19 17:26:00,0.50633055,0.5,0.5,0.49,0.47,0.67,0.46,0.32195994,0.29999998,0.35,0.35,0.35,0.33409202,0.3569736,0.35,0.34,0.32999998,0.35999998
2022-03-19 17:27:00,0.50612324,0.5,0.5,0.49,0.47,0.67,0.48,0.32417977,0.29999998,0.35,0.35,0.35,0.33708158,0.35760424,0.35,0.34,0.32999998,0.35999998
2022-03-19 17:28:00,0.50605315,0.5,0.5,0.49,0.5,0.65,0.47,0.3454876,0.31,0.37,0.37,0.37,0.36008096,0.37105736,0.37,0.36,0.35,0.38
2022-03-19 17:29:00,0.5060187,0.5,0.5,0.52,0.5,0.65,0.47,0.34,0.32,0.37,0.37,0.37,0.35402152,0.36525765,0.3766112,0.36,0.35,0.38
2022-03-19 17:30:00,0.5042511,0.5,0.5,0.56,0.54,0.64,0.45,0.34,0.32,0.38,0.38,0.38,0.37881044,0.37444043,0.40230882,0.36,0.36,0.39
2022-03-19 17:31:00,0.5051531,0.5,0.5,0.49,0.5,0.63,0.46,0.37,0.32999998,0.39,0.4,0.39000002,0.3742607,0.38724497,0.39610675,0.37,0.37,0.41
2022-03-19 17:32:00,0.53,0.5,0.5,0.49,0.5,0.63,0.49,0.37,0.32999998,0.4,0.4,0.39000002,0.37995696,0.38488543,0.39936534,0.38,0.38,0.41
2022-03-19 17:33:00,0.53,0.5,0.5,0.49,0.47,0.62,0.47,0.37,0.35,0.41,0.41,0.4,0.37635767,0.39911547,0.40261906,0.39000002,0.38,0.42000002
2022-03-19 17:34:00,0.53,0.5,0.5,0.52,0.47,0.62,0.49,0.38,0.35,0.41,0.41,0.4,0.3768533,0.39258882,0.39559785,0.3741496,0.39000002,0.42000002
2022-03-19 17:35:00,0.52,0.5,0.5,0.49,0.5,0.61,0.49,0.37,0.35,0.41,0.41,0.41,0.41,0.41,0.40124315,0.3912486,0.39000002,0.43
2022-03-19 17:36:00,0.52,0.5,0.5,0.49,0.5,0.6,0.49,0.3755624,0.35999998,0.42,0.42,0.42000002,0.42,0.42,0.41225302,0.4036461,0.4,0.44
2022-03-19 17:37:00,0.54,0.5,0.5,0.52,0.47,0.61,0.49,0.37750366,0.35999998,0.42,0.42,0.42000002,0.41,0.42,0.4127703,0.3940742,0.4,0.43
2022-03-19 17:38:00,0.54,0.5,0.5,0.49,0.5,0.6,0.48360193,0.37588698,0.35999998,0.42,0.42,0.42000002,0.42,0.42,0.41732985,0.40527502,0.4,0.44
2022-03-19 17:39:00,0.53,0.5,0.5,0.49,0.5,0.6,0.48599565,0.37688807,0.35999998,0.43,0.43,0.42000002,0.42,0.42,0.41709155,0.40705872,0.41,0.44
2022-03-19 17:40:00,0.52,0.5,0.5,0.49,0.5,0.59,0.4901048,0.38754687,0.37,0.44,0.44,0.43,0.43,0.43,0.42656687,0.41700605,0.42,0.45
2022-03-19 17:41:00,0.55,0.5,0.5,0.49,0.57,0.58,0.48148793,0.42192057,0.38,0.44,0.45,0.44,0.44,0.45,0.45451552,0.45407978,0.43,0.47
2022-03-19 17:42:00,0.53,0.5,0.5,0.56,0.57,0.557781,0.49691713,0.43369567,0.38,0.45,0.45,0.44,0.44,0.44,0.4710995,0.43,0.43,0.46
2022-03-19 17:43:00,0.55,0.5,0.5,0.49,0.54,0.5601486,0.4899481,0.4235848,0.39000002,0.46,0.46,0.45,0.45,0.45,0.46772695,0.45,0.44,0.47
2022-03-19 17:44:00,0.55,0.5,0.5177534,0.49,0.49832195,0.5534389,0.510323,0.42750472,0.39000002,0.46,0.46,0.46,0.46,0.46,0.47706103,0.46,0.44,0.48
2022-03-19 17:45:00,0.55,0.5,0.51721513,0.49,0.4988907,0.54571056,0.5170654,0.43747833,0.4,0.47,0.47,0.47,0.47,0.47,0.48657182,0.47,0.45,0.49
2022-03-19 17:46:00,0.5,0.5,0.50854725,0.49,0.4960448,0.55258125,0.5172743,0.44295654,0.41,0.47,0.48,0.47,0.47,0.47,0.4812386,0.47,0.46,0.49
2022-03-19 17:47:00,0.49,0.5,0.5079466,0.49,0.49676138,0.5497527,0.52308893,0.45359278,0.41,0.48,0.48,0.48,0.47,0.48,0.4888195,0.47,0.46,0.5
2022-03-19 17:48:00,0.49,0.5,0.51108074,0.49,0.49437955,0.54,0.5200244,0.4512705,0.42,0.48,0.48,0.48,0.48,0.48,0.48769253,0.48,0.47,0.5
2022-03-19 17:49:00,0.48,0.5,0.50518894,0.52,0.49527526,0.53,0.5437584,0.4706269,0.42,0.49,0.49,0.49,0.48,0.49,0.5067195,0.49,0.47,0.51
2022-03-19 17:50:00,0.48,0.5,0.5078354,0.48922166,0.49315503,0.52,0.5424429,0.47378373,0.43,0.5,0.5,0.49,0.49,0.5,0.50739413,0.47,0.48,0.52
2022-03-19 17:51:00,0.48,0.5,0.50761646,0.4879062,0.49327213,0.52,0.54380304,0.4767669,0.43,0.5,0.5,0.49,0.49,0.49,0.5061246,0.49,0.48,0.51
2022-03-19 17:52:00,0.5,0.5,0.5048683,0.4912111,0.49411967,0.49,0.546783,0.49617296,0.47,0.53,0.53,0.52,0.52,0.52,0.52952504,0.52,0.51,0.54
2022-03-19 17:53:00,0.48,0.5,0.5089535,0.48853758,0.4941493,0.5,0.54956055,0.5003633,0.46,0.52,0.52,0.51,0.51,0.51,0.52655196,0.52,0.51,0.54
2022-03-19 17:54:00,0.5,0.5,0.50172144,0.49010992,0.49537012,0.5,0.54623854,0.48640704,0.46,0.52,0.52,0.52,0.51,0.52,0.52,0.51,0.51,0.53000003
2022-03-19 17:55:00,0.48,0.5,0.5052862,0.4883658,0.49569082,0.49,0.55262905,0.50115126,0.46,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.54
2022-03-19 17:56:00,0.48,0.5,0.50671667,0.4897989,0.49746898,0.49,0.5558503,0.49,0.48,0.53,0.53,0.53,0.52,0.53,0.53,0.52,0.52,0.54
2022-03-19 17:57:00,0.48,0.5,0.5080719,0.49514383,0.47,0.48,0.56960726,0.48,0.48,0.54,0.54,0.53,0.53,0.53,0.54,0.55,0.53,0.55
2022-03-19 17:58:00,0.48,0.5,0.5077459,0.4898547,0.5,0.46,0.5619645,0.52,0.51,0.55,0.55,0.55,0.54,0.55,0.55,0.54,0.54,0.56
2022-03-19 17:59:00,0.49,0.5,0.50819814,0.4963138,0.47,0.47,0.5644274,0.5,0.49,0.54,0.54,0.54,0.54,0.54,0.55,0.54,0.53,0.56
2022-03-19 18:00:00,0.48,0.5,0.5,0.4936169,0.5,0.47,0.5525104,0.53,0.49,0.54,0.54,0.54,0.5310282,0.54,0.55,0.54,0.53,0.56
2022-03-19 18:01:00,0.5,0.5,0.5,0.5038373,0.47,0.45,0.5390042,0.55,0.51,0.55,0.56,0.5337798,0.52781045,0.55,0.56,0.54,0.55,0.57
2022-03-19 18:02:00,0.51,0.5,0.5,0.49,0.47,0.44,0.52563435,0.54,0.52,0.57,0.57,0.5437381,0.5345467,0.56,0.57,0.56,0.56,0.58
2022-03-19 18:03:00,0.5,0.5,0.5,0.49,0.47,0.44,0.52898014,0.57,0.52,0.57,0.57,0.5413815,0.56,0.56,0.56,0.58,0.56,0.58
2022-03-19 18:04:00,0.55,0.5,0.5,0.65,0.5,0.43,0.62,0.51,0.54,0.58,0.58,0.5585572,0.57,0.57,0.58,0.56,0.58,0.59
2022-03-19 18:05:00,0.57,0.5,0.5,0.49,0.54,0.43,0.62,0.55,0.53,0.57,0.57,0.5725263,0.57,0.57,0.57,0.58,0.57,0.59
2022-03-19 18:06:00,0.55,0.5,0.5,0.49,0.5028399,0.44927263,0.57,0.53,0.55,0.58,0.58,0.5622872,0.58,0.58,0.58,0.58,0.58,0.59
2022-03-19 18:07:00,0.55,0.5,0.5,0.52,0.5022562,0.42854366,0.58,0.57,0.56,0.59,0.59,0.5755101,0.58,0.59000003,0.59,0.58,0.59,0.6
2022-03-19 18:08:00,0.56,0.5,0.5,0.49,0.50188625,0.42479312,0.62,0.61,0.57,0.6,0.6,0.5888935,0.6,0.6,0.6,0.59000003,0.6,0.6
2022-03-19 18:09:00,0.57,0.5,0.5,0.52,0.50582033,0.4326759,0.61,0.55,0.56,0.59,0.59,0.5750802,0.59,0.59000003,0.59,0.57,0.59,0.6
2022-03-19 18:10:00,0.56,0.5,0.5,0.49,0.50304395,0.4269746,0.62,0.55,0.58,0.6,0.6,0.5880176,0.6,0.6,0.61,0.61,0.61,0.61
2022-03-19 18:11:00,0.56,0.5,0.5,0.49,0.5022036,0.4224453,0.6,0.59,0.57,0.6,0.6,0.59416884,0.6,0.6,0.61,0.62,0.61,0.61
2022-03-19 18:12:00,0.57,0.5,0.5,0.49,0.49970907,0.40472332,0.61,0.62,0.6,0.61,0.61,0.6166199,0.6,0.61,0.61,0.6157252,0.62,0.61
2022-03-19 18:13:00,0.54,0.5,0.5,0.49,0.497741,0.39570087,0.65,0.59,0.61,0.62,0.62,0.61492765,0.61,0.62,0.62,0.6177084,0.63,0.62
2022-03-19 18:14:00,0.57,0.5,0.4918067,0.49,0.54,0.42104378,0.62,0.57,0.61,0.62,0.62,0.61155725,0.61,0.62,0.62,0.60668147,0.63,0.62
2022-03-19 18:15:00,0.56,0.5,0.50237834,0.49,0.5,0.39119932,0.63,0.67,0.61,0.62,0.62,0.62727475,0.62,0.62,0.62,0.6266341,0.63,0.62
2022-03-19 18:16:00,0.55,0.5,0.49324676,0.49,0.50539106,0.3832403,0.59,0.62,0.63,0.64,0.63,0.63203955,0.63,0.63,0.63,0.62555337,0.64,0.63
2022-03-19 18:17:00,0.54,0.5,0.49814054,0.49,0.50267667,0.37647817,0.65,0.62,0.63,0.64,0.63,0.6365121,0.63,0.63,0.63,0.63455075,0.65,0.63
2022-03-19 18:18:00,0.77,0.5,0.5427498,0.49,0.5146725,0.43125945,0.65,0.62,0.63,0.64,0.64,0.58409566,0.63,0.63,0.63,0.5492416,0.65,0.63
2022-03-19 18:19:00,0.50564575,0.5,0.50225234,0.49,0.502205,0.35,0.64,0.63,0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.6348938,0.65,0.63
2022-03-19 18:20:00,0.50582963,0.5,0.4867917,0.52,0.5011694,0.35,0.65,0.61,0.64,0.64,0.64,0.64,0.63,0.64,0.64,0.6445721,0.66,0.63
2022-03-19 18:21:00,0.5068278,0.5,0.50000536,0.49,0.4984643,0.34,0.63,0.72,0.65,0.65,0.65000004,0.64,0.64,0.64,0.64,0.6493694,0.66,0.63
